post,label
the fuck what,1
thank you for being still friends with krystal i cant understand why you dont get off my nuts dont worry about it,1
that was me i was lazy how are you lazy,1
toothy is disgusting she is going to kick you ass laugh out loud,1
youre so short but youre a cuteie im taller than a lot of people thanks,1
vv so you have nuts i knew it haha yeah maybe you should grow some and take it off anonymous next time,1
wait nevermind i am signed in dumb ass,1
weenie yhurr muthaa ahaha jkk i lovee you andd yhur mommie ahha grr i swearr my lil cuzz betteer watchh her mutthaa fuckkin attitude beforee i pop her in the facee haha wht did she do now,1
where were you last night i saw you at a house in riverside california come stalk me,1
whos the sexiest man alive dj rowdyya your daddy,1
why are you such a bitch i hate you im going to kick your ass youre a whore your the bitch for having it on anonymous do you honestly think i care if youre low life ass hates me youre probably all talk so just shut up now,1
would you ever cheat on chris no i would never i love that boy,1
you do you hang out with that girl youre into youre always with her shes your best friend well dont hate on whoever youre referring to,1
youre still friends with merisa huh i dont care what you or anyone else says shes my friend so get over it,1
youre ready to get your beat this saturday you can try but it wont happen i dont know why your ass is still talking to me i dont like to talk to ugly bitches,1
youre a slut i dont recall becoming you but if you say so,1
youre not fat alexis shes the fat ass low life bitch haha thanks who are you,1
youre so hot thanks,1
youre too young to know what love is bitch so do you use it dumb whore put your boobs away get some boobs a life,1
your ugly thanks but i think you need jesus in your life,1
i love you fat ass love you,1
you are very overweight and annoying,1
when youre done you can play anytime,1
what is the name of the person who is wearing a yellow shirt and a black hat,1
whats not to like about this im sorry that i didnt do anything,1
wanna see you know whats up and do it,1
mqrldjucumnlkmmcumnmpuzzynopeidntdatboo,1
m b p u n d p z z y d burn c n h v n ch d w n h r n c n l d d b d p thr n d v r v r l d w n h v n ch d w n h r n c n l d d b d p thr n d v r v r l d w n h v n ch d w n h r n c n l d d b d p thr n d v r v r l d w n h v n ch d w n h r n c n l d d b d p thr n d v r,1
please dont kill me im not a noop,1
x ween,1
and i add you again later give me your myspace,1
awwhhaa my rq m mhm lol,1
yes this is my dad what the fuck get out of here bye see you later,1
bh mb pump nds zd kny rsh dr dam bruh i bustd a ld f cum nma mmmasz ha rsh mo sturizin it do i pcture y va gin t be all hry n h zz w t t l munch on dat nppy brown hry h t n puzzie hoe ass bxtch how bout ya show yo face pussy nd stop kuming hidden so how bout ya suk mi dik nd die slowly,1
bitch i can rap beta den yo ugly ass lol go suk my dik nigka kum check outside lakes park n we will see who diz anywaysz,1
bitch you cant rap niqquh suk my dick pussy,1
what are you doing you know you shouldnt be texting like that lol youre so dumb,1
why are all these girls asking about your dick and i dont know you,1
